doc_id,paragraph_id,paragraph_text,url,shard,minhash
1183,135,|-,https://en.wikipedia.org/wiki/Aung%20San%20Suu%20Kyi,3,<datasketch.minhash.MinHash object at 0x000002CD999A0B50>
1990,17,},https://github.com/pattern-lab/styleguidekit-assets-default/blob/a4d566b6bb9ed40474389168972ed1f39f042273/dist/styleguide/js/patternlab-viewer.js#L960-L1025,3,<datasketch.minhash.MinHash object at 0x000002CD999D0150>
1991,7,},https://github.com/ILLGrenoble/guacamole-common-js/blob/71925794155ea3fc37d2a125adbca6f8be532887/src/AudioContextFactory.js#L52-L77,3,<datasketch.minhash.MinHash object at 0x000002CD999D01D0>
2132,2,Authorization requirements:,https://github.com/zhmcclient/python-zhmcclient/blob/9657563e5d9184c51d3c903442a58b9725fdf335/zhmcclient/_lpar.py#L698-L786,3,<datasketch.minhash.MinHash object at 0x000002CD999D0F90>
2695,30,External links,https://en.wikipedia.org/wiki/Book%20of%20Nahum,3,<datasketch.minhash.MinHash object at 0x000002CD999D7250>
2753,89,External links,https://en.wikipedia.org/wiki/Animation,3,<datasketch.minhash.MinHash object at 0x000002CD999CC2D0>
1913,15,External links,https://en.wikipedia.org/wiki/August%2011,4,<datasketch.minhash.MinHash object at 0x000002CD99D76C10>
3147,5,"while True:
			response = self._call(
				mc_calls.PodcastEpisode,
				device_id,
				max_results=page_size,
				start_token=start_token
			)
			items = [URL]('data', {}).get('items', [])",https://github.com/thebigmunch/google-music/blob/d8a94dab462a1f063fbc1152187a73dc2f0e2a85/src/google_music/clients/mobileclient.py#L1110-L1149,4,<datasketch.minhash.MinHash object at 0x000002CD99D9AC10>
2230,56,External links,https://en.wikipedia.org/wiki/Blood%20libel,4,<datasketch.minhash.MinHash object at 0x000002CD99D8B0D0>
1726,3,"Returns
        -------",https://github.com/ska-sa/katcp-python/blob/9127c826a1d030c53b84d0e95743e20e5c5ea153/katcp/resource_client.py#L804-L825,4,<datasketch.minhash.MinHash object at 0x000002CD99D74FD0>
3175,3,"Returns
    -------",https://github.com/cggh/scikit-allel/blob/3c979a57a100240ba959dd13f98839349530f215/allel/stats/window.py#L379-L431,4,<datasketch.minhash.MinHash object at 0x000002CD99D9BE90>
976,114,External links,https://en.wikipedia.org/wiki/Aspirin,4,<datasketch.minhash.MinHash object at 0x000002CD99D66510>
2555,13,return result,https://github.com/boriel/zxbasic/blob/23b28db10e41117805bdb3c0f78543590853b132/arch/zx48k/optimizer.py#L2093-L2154,4,<datasketch.minhash.MinHash object at 0x000002CD99D95510>
1775,1,"Colorado State men's basketball coach Larry Eustachy has been placed on administrative leave amid an internal investigation into his conduct with players and other staff members.
Colorado State athletic director Joe Parker announced Eustachy's temporary leave in a statement Saturday, just hours before the Rams' home game against Nevada.
""I have asked head coach Larry Eustachy to temporarily step away from the men's basketball program, as he has been placed on administrative leave while we conclude our climate assessment,"" Parked said. ""We are diligently working through this assessment as expeditiously as possible, understanding the importance of a thorough and fair process. No conclusions have been made.""
Assistant coach Steve Barnes will coach Colorado State on Saturday night. The school announced Wednesday that it would have conversations with students and staff members about the 62-year-old Eustachy.
It marks the second time in four years that Colorado State officials have interviewed players and others about Eustachy's behavior. A 2013-14 investigation alleged that he created a ""culture of fear and intimidation"" and emotionally abused his players, according to the 90-page report completed by former Rams athletics director Jack Graham.
Eustachy's contract expires after the 2020-21 season.?",http://abcnews.go.com/Sports/larry-eustachy-put-administration-leave-colorado-state-amid/story?id=52818400,4,<datasketch.minhash.MinHash object at 0x000002CD99D75790>
1183,136,|-,https://en.wikipedia.org/wiki/Aung%20San%20Suu%20Kyi,4,<datasketch.minhash.MinHash object at 0x000002CD99D70690>
2524,2,[URL] = [URL];,https://github.com/websockets/ws/blob/995c527c87d0d4833d8093c18dcfa2e4a41d9582/lib/websocket.js#L827-L862,4,<datasketch.minhash.MinHash object at 0x000002CD99D953D0>
2443,11,"return this;
  }",https://github.com/reboundjs/rebound/blob/a934c9ae7d2c23c1e9b259dd1648e22bf781f233/packages/rebound-router/lib/rebound-router.js#L189-L240,4,<datasketch.minhash.MinHash object at 0x000002CD99D8BDD0>
1789,66,External links,https://en.wikipedia.org/wiki/Apollo%2012,5,<datasketch.minhash.MinHash object at 0x000002CD9B10DC10>
2547,7,"Examples
    --------",https://github.com/wiheto/teneto/blob/80d7a83a9adc1714589b020627c45bd5b66248ab/teneto/networkmeasures/intercontacttimes.py#L9-L108,5,<datasketch.minhash.MinHash object at 0x000002CD9B110E50>
3368,13,External links,https://en.wikipedia.org/wiki/Alfonso%20IV%20of%20Aragon,5,<datasketch.minhash.MinHash object at 0x000002CD9B145C50>
2753,11,History,https://en.wikipedia.org/wiki/Animation,5,<datasketch.minhash.MinHash object at 0x000002CD9B113690>
1183,137,|-,https://en.wikipedia.org/wiki/Aung%20San%20Suu%20Kyi,5,<datasketch.minhash.MinHash object at 0x000002CD9B1004D0>
2500,39,References,https://en.wikipedia.org/wiki/Analysis,5,<datasketch.minhash.MinHash object at 0x000002CD9B1123D0>
2877,8,},https://github.com/dtoubelis/sails-cassandra/blob/78c3f5437f92cf0fdc20b7dac819e6c51b56331d/lib/adapter.js#L57-L86,5,<datasketch.minhash.MinHash object at 0x000002CD9B1389D0>
2132,4,Parameters:,https://github.com/zhmcclient/python-zhmcclient/blob/9657563e5d9184c51d3c903442a58b9725fdf335/zhmcclient/_lpar.py#L698-L786,5,<datasketch.minhash.MinHash object at 0x000002CD9B12CE90>
2753,83,References,https://en.wikipedia.org/wiki/Animation,5,<datasketch.minhash.MinHash object at 0x000002CD9B113BD0>
3403,23,External links,https://en.wikipedia.org/wiki/Ahab,5,<datasketch.minhash.MinHash object at 0x000002CD9B146550>
3150,12,"wait_for_completion (bool):
            Boolean controlling whether this method should wait for completion
            of the requested HMC operation, as follows:",https://github.com/zhmcclient/python-zhmcclient/blob/9657563e5d9184c51d3c903442a58b9725fdf335/zhmcclient_mock/_session.py#L156-L267,6,<datasketch.minhash.MinHash object at 0x000002CD9B50AC10>
2636,6,"return [URL]();
    }",https://github.com/adobe/brackets/blob/d5d00d43602c438266d32b8eda8f8a3ca937b524/src/project/ProjectModel.js#L188-L230,6,<datasketch.minhash.MinHash object at 0x000002CD9B501E10>
1210,106,See also,https://en.wikipedia.org/wiki/British%20Empire,6,<datasketch.minhash.MinHash object at 0x000002CD9B4B4A50>
1097,7,History,https://en.wikipedia.org/wiki/Alpha%20decay,6,<datasketch.minhash.MinHash object at 0x000002CD9B4BABD0>
2254,5,[URL],,6,<datasketch.minhash.MinHash object at 0x000002CD9B4EDB50>
2950,40,References,https://en.wikipedia.org/wiki/Transport%20in%20Belgium,6,<datasketch.minhash.MinHash object at 0x000002CD9B509990>
2101,4,return array,https://github.com/luckydonald/pytgbot/blob/67f4b5a1510d4583d40b5477e876b1ef0eb8971b/code_generation/output/pytgbot/api_types/receivable/media.py#L92-L110,6,<datasketch.minhash.MinHash object at 0x000002CD9B4ECE90>
1183,138,|-,https://en.wikipedia.org/wiki/Aung%20San%20Suu%20Kyi,6,<datasketch.minhash.MinHash object at 0x000002CD9B4B4410>
3411,1,var self = this;,https://github.com/bigpipe/bigpipe.js/blob/80fe2630d363ed2b69f85d28792a9095a4167e3b/pagelet.js#L27-L47,7,<datasketch.minhash.MinHash object at 0x000002CD9B8DE0D0>
2527,20,See also,https://en.wikipedia.org/wiki/Car%20%28disambiguation%29,7,<datasketch.minhash.MinHash object at 0x000002CD9B8B0690>
2770,2,[URL],,7,<datasketch.minhash.MinHash object at 0x000002CD9B8B3610>
2707,41,See also,https://en.wikipedia.org/wiki/Binary%20search%20tree,7,<datasketch.minhash.MinHash object at 0x000002CD9B8B27D0>
2069,5,"return result;
}",https://github.com/GitbookIO/gitbook/blob/6c6ef7f4af32a2977e44dd23d3feb6ebf28970f4/lib/api/encodePage.js#L12-L37,7,<datasketch.minhash.MinHash object at 0x000002CD9B89BE10>
3223,2,Authorization requirements:,https://github.com/zhmcclient/python-zhmcclient/blob/9657563e5d9184c51d3c903442a58b9725fdf335/zhmcclient/_password_rule.py#L237-L269,7,<datasketch.minhash.MinHash object at 0x000002CD9B8CEE50>
2202,4,References,https://en.wikipedia.org/wiki/Alexandrists,7,<datasketch.minhash.MinHash object at 0x000002CD9B8D8ED0>
1675,1,[URL],https://github.com/luckydonald/pytgbot/blob/67f4b5a1510d4583d40b5477e876b1ef0eb8971b/code_generation/output/pytgbot/bot.py#L2775-L2841,7,<datasketch.minhash.MinHash object at 0x000002CD9B898AD0>
